concelho.y,ano,Pop,H,M
Almeida,2016,6446,2981,3465
Belmonte,2016,6367,3059,3308
Celorico da Beira,2016,6944,3288,3656
Covilhã,2016,48263,22965,25298
Figueira de Castelo Rodrigo,2016,5640,2703,2937
Fornos de Algodres,2016,4707,2201,2506
Fundão,2016,27142,13020,14122
Gouveia,2016,12855,5952,6903
Guarda,2016,41021,19440,21581
Manteigas,2016,3131,1469,1662
Meda,2016,4719,2202,2517
Pinhel,2016,8667,4155,4512
Sabugal,2016,11703,5469,6234
Seia,2016,22927,10814,12113
Trancoso,2016,8893,4183,4710
Alcochete,2016,18410,8856,9554
Almada,2016,175422,82443,92979
Amadora,2016,171827,79853,91974
Barreiro,2016,77913,36615,41298
Cascais,2016,210619,97992,112627
Lisboa,2016,549457,254057,295400
Loures,2016,200142,94743,105399
Mafra,2016,81220,39211,42009
Moita,2016,65122,30744,34378
Montijo,2016,53034,25419,27615
Odivelas,2016,147020,69390,77630
Oeiras,2016,171822,79490,92332
Palmela,2016,65701,31472,34229
Seixal,2016,161113,76193,84920
Sesimbra,2016,50678,24609,26069
Setúbal,2016,121982,57783,64199
Sintra,2016,378842,178971,199871
Vila Franca de Xira,2016,136582,65199,71383
Alcácer do Sal,2016,11787,5687,6100
Grândola,2016,14102,7086,7016
Odemira,2016,26671,13934,12737
Santiago do Cacém,2016,28241,13696,14545
Sines,2016,14214,6857,7357
Aljustrel,2016,8944,4396,4548
Almodôvar,2016,6951,3417,3534
Alvito,2016,2346,1091,1255
Barrancos,2016,1641,796,845
Beja,2016,34505,16638,17867
Castro Verde,2016,7100,3429,3671
Cuba,2016,4593,2211,2382
Ferreira do Alentejo,2016,7777,3779,3998
Mértola,2016,6495,3208,3287
Moura,2016,13883,6720,7163
Ourique,2016,5041,2454,2587
Serpa,2016,14325,7028,7297
Vidigueira,2016,5434,2636,2798
Almeirim,2016,22452,10592,11860
Alpiarça,2016,7140,3399,3741
Azambuja,2016,21259,10604,10655
Benavente,2016,28941,13836,15105
Cartaxo,2016,23383,11170,12213
Chamusca,2016,9026,4338,4688
Coruche,2016,18298,8629,9669
Golegã,2016,5586,2615,2971
Rio Maior,2016,20806,10031,10775
Salvaterra de Magos,2016,21477,10188,11289
Santarém,2016,59216,27855,31361
Alter do Chão,2016,3276,1526,1750
Arronches,2016,3004,1462,1542
Avis,2016,4041,1905,2136
Campo Maior,2016,8246,3978,4268
Castelo de Vide,2016,3255,1531,1724
Crato,2016,3443,1607,1836
Elvas,2016,21558,10250,11308
Fronteira,2016,3126,1458,1668
Gavião,2016,3662,1714,1948
Marvão,2016,3217,1547,1670
Monforte,2016,3087,1447,1640
Nisa,2016,6480,3058,3422
Ponte de Sor,2016,15663,7502,8161
Portalegre,2016,23298,11064,12234
Sousel,2016,4585,2126,2459
Alandroal,2016,5318,2559,2759
Arraiolos,2016,6798,3284,3514
Borba,2016,6771,3321,3450
Estremoz,2016,13206,6267,6939
Évora,2016,54783,25867,28916
Montemor-o-Novo,2016,16343,7841,8502
Mora,2016,4519,2160,2359
Mourão,2016,2471,1228,1243
Portel,2016,5851,2852,2999
Redondo,2016,6575,3217,3358
Reguengos de Monsaraz,2016,10188,4915,5273
Vendas Novas,2016,11413,5490,5923
Viana do Alentejo,2016,5511,2622,2889
Vila Viçosa,2016,7736,3760,3976
Albufeira,2016,42528,20642,21886
Alcoutim,2016,2681,1309,1372
Aljezur,2016,5702,2838,2864
Castro Marim,2016,6460,3173,3287
Faro,2016,66291,31265,35026
Lagoa (Algarve),2016,22895,11105,11790
Lagos,2016,31672,15210,16462
Loulé,2016,70213,33826,36387
Monchique,2016,5541,2763,2778
Olhão,2016,44212,21451,22761
Portimão,2016,57239,27247,29992
São Brás de Alportel,2016,10819,5219,5600
Silves,2016,36494,17853,18641
Tavira,2016,26501,12886,13615
Vila do Bispo,2016,5343,2591,2752
Vila Real de Santo António,2016,18709,8899,9810
Arcos de Valdevez,2015,21304,9681,11623
Caminha,2015,16103,7421,8682
Melgaço,2015,8477,3749,4728
Monção,2015,18278,8223,10055
Paredes de Coura,2015,8793,4202,4591
Ponte da Barca,2015,11468,5287,6181
Ponte de Lima,2015,42061,19638,22423
Valença,2015,13647,6381,7266
Viana do Castelo,2015,86362,40473,45889
Vila Nova de Cerveira,2015,8925,4247,4678
Amares,2015,18408,8861,9547
Barcelos,2015,117345,56335,61010
Braga,2015,184459,87219,97240
Esposende,2015,34236,16188,18048
Terras de Bouro,2015,6712,3211,3501
Vila Verde,2015,46356,22022,24334
Cabeceiras de Basto,2015,15987,7737,8250
Fafe,2015,49100,23183,25917
Guimarães,2015,156089,75296,80793
Mondim de Basto,2015,6866,3316,3550
Póvoa de Lanhoso,2015,21439,10141,11298
Vieira do Minho,2015,12443,5932,6511
Vila Nova de Famalicão,2015,132170,63588,68582
Vizela,2015,23482,11455,12027
Arouca,2015,21629,10382,11247
Espinho,2015,31251,14638,16613
Gondomar,2015,165223,78678,86545
Maia,2015,134563,63935,70628
Matosinhos,2015,173604,81628,91976
Oliveira de Azeméis,2015,66536,32050,34486
Paredes,2015,84801,41123,43678
Porto,2015,233613,106165,127448
Póvoa de Varzim,2015,63146,29579,33567
Santa Maria da Feira,2015,136672,65651,71021
Santo Tirso,2015,69293,32945,36348
São João da Madeira,2015,21772,10136,11636
Trofa,2015,38408,18348,20060
Vale de Cambra,2015,21792,10512,11280
Valongo,2015,93505,44372,49133
Vila do Conde,2015,79536,38034,41502
Vila Nova de Gaia,2015,300806,142274,158532
Boticas,2015,5321,2535,2786
Chaves,2015,39004,18449,20555
Montalegre,2015,9678,4635,5043
Ribeira de Pena,2015,6140,3007,3133
Valpaços,2015,15670,7301,8369
Vila Pouca de Aguiar,2015,12301,5866,6435
Amarante,2015,53688,25472,28216
Baião,2015,18816,8931,9885
Castelo de Paiva,2015,16061,7774,8287
Celorico de Basto,2015,18571,8906,9665
Cinfães,2015,18930,9159,9771
Felgueiras,2015,56621,27259,29362
Lousada,2015,46872,22635,24237
Marco de Canaveses,2015,50898,24468,26430
Paços de Ferreira,2015,55765,27486,28279
Penafiel,2015,70369,33799,36570
Resende,2015,10599,5155,5444
Alijó,2015,11056,5360,5696
Armamar,2015,5908,2766,3142
Carrazeda de Ansiães,2015,5803,2778,3025
Freixo de Espada à Cinta,2015,3549,1672,1877
Lamego,2015,25365,12017,13348
Mesão Frio,2015,3948,1862,2086
Moimenta da Beira,2015,9604,4546,5058
Murça,2015,5544,2650,2894
Penedono,2015,2838,1357,1481
Peso da Régua,2015,15719,7376,8343
Sabrosa,2015,5813,2802,3011
Santa Marta de Penaguião,2015,6630,3160,3470
São João da Pesqueira,2015,7251,3546,3705
Sernancelhe,2015,5541,2643,2898
Tabuaço,2015,5517,2623,2894
Tarouca,2015,7466,3592,3874
Torre de Moncorvo,2015,7469,3566,3903
Vila Nova de Foz Côa,2015,6768,3199,3569
Vila Real,2015,50441,23818,26623
Alfandega da Fé,2015,4627,2230,2397
Bragança,2015,34941,16627,18314
Macedo de Cavaleiros,2015,14762,7001,7761
Miranda do Douro,2015,6900,3348,3552
Mirandela,2015,22572,10713,11859
Mogadouro,2015,8850,4321,4529
Vila Flor,2015,6284,3010,3274
Vimioso,2015,4368,2120,2248
Vinhais,2015,8293,4082,4211
Alcobaça,2015,55182,26541,28641
Alenquer,2015,43019,20816,22203
Arruda dos Vinhos,2015,13502,6566,6936
Bombarral,2015,12673,6050,6623
Cadaval,2015,13642,6555,7087
Caldas da Rainha,2015,50920,23886,27034
Lourinhã,2015,25665,12369,13296
Nazaré,2015,14956,7142,7814
Óbidos,2015,11678,5641,6037
Peniche,2015,26923,12914,14009
Sobral de Monte Agraço,2015,10260,4958,5302
Torres Vedras,2015,80392,38573,41819
Águeda,2015,46423,22203,24220
Albergaria-a-Velha,2015,24866,11993,12873
Anadia,2015,28061,13390,14671
Aveiro,2015,79269,37354,41915
Estarreja,2015,26375,12658,13717
Ílhavo,2015,38342,18187,20155
Murtosa,2015,10350,4958,5392
Oliveira do Bairro,2015,22774,10759,12015
Ovar,2015,54654,26179,28475
Sever do Vouga,2015,11620,5602,6018
Vagos,2015,22585,10796,11789
Arganil,2015,11513,5474,6039
Cantanhede,2015,35160,16619,18541
Coimbra,2015,142214,66159,76055
Condeixa-a-Nova,2015,16885,7838,9047
Figueira da Foz,2015,60131,28291,31840
Góis,2015,4049,1865,2184
Lousã,2015,17181,8252,8929
Mealhada,2015,19780,9428,10352
Mira,2015,12161,5733,6428
Miranda do Corvo,2015,12582,6024,6558
Montemor-o-Velho,2015,25171,12117,13054
Mortágua,2015,9192,4394,4798
Oliveira do Hospital,2015,19957,9549,10408
Pampilhosa da Serra,2015,4201,1929,2272
Penacova,2015,14150,6632,7518
Penela,2015,5658,2670,2988
Soure,2015,18097,8557,9540
Tábua,2015,11567,5457,6110
Vila Nova de Poiares,2015,7064,3318,3746
Alvaiázere,2015,6674,3098,3576
Ansião,2015,12370,5842,6528
Batalha,2015,15422,7445,7977
Castanheira de Pêra,2015,2916,1387,1529
Figueiró dos Vinhos,2015,5656,2683,2973
Leiria,2015,126672,60834,65838
Marinha Grande,2015,38399,18468,19931
Pedrógão Grande,2015,3625,1736,1889
Pombal,2015,52766,25065,27701
Porto de Mós,2015,23483,11387,12096
Aguiar da Beira,2015,5591,2595,2996
Carregal do Sal,2015,9408,4434,4974
Castro Daire,2015,14396,6871,7525
Mangualde,2015,18962,9058,9904
Nelas,2015,13446,6347,7099
Oliveira de Frades,2015,9783,4639,5144
Penalva do Castelo,2015,7558,3615,3943
Santa Comba Dão,2015,11020,5173,5847
São Pedro do Sul,2015,15719,7367,8352
Sátão,2015,11619,5490,6129
Tondela,2015,27038,12738,14300
Vila Nova de Paiva,2015,4870,2307,2563
Viseu,2015,98948,46424,52524
Vouzela,2015,9894,4688,5206
Castelo Branco,2015,54037,25503,28534
Idanha-a-Nova,2015,8937,4240,4697
Oleiros,2015,5127,2441,2686
Penamacor,2015,5060,2487,2573
Proença-a-Nova,2015,7614,3673,3941
Vila Velha de Ródão,2015,3315,1546,1769
Abrantes,2015,36658,17562,19096
Alcanena,2015,13102,6301,6801
Constância,2015,3922,1867,2055
Entroncamento,2015,19976,9438,10538
Ferreira do Zêzere,2015,8077,3815,4262
Mação,2015,6814,3227,3587
Ourém,2015,44744,20849,23895
Sardoal,2015,3735,1795,1940
Sertã,2015,14991,7104,7887
Tomar,2015,38235,17901,20334
Torres Novas,2015,35326,16782,18544
Vila de Rei,2015,3406,1563,1843
Vila Nova da Barquinha,2015,7084,3406,3678
Almeida,2015,6613,3061,3552
Belmonte,2015,6436,3106,3330
Celorico da Beira,2015,7052,3341,3711
Covilhã,2015,48833,23287,25546
Figueira de Castelo Rodrigo,2015,5755,2758,2997
Fornos de Algodres,2015,4793,2225,2568
Fundão,2015,27447,13145,14302
Gouveia,2015,13054,6048,7006
Guarda,2015,41367,19598,21769
Manteigas,2015,3190,1491,1699
Meda,2015,4769,2237,2532
Pinhel,2015,8805,4225,4580
Sabugal,2015,11868,5525,6343
Seia,2015,23314,10991,12323
Trancoso,2015,9053,4252,4801
Alcochete,2015,18293,8802,9491
Almada,2015,174998,82278,92720
Amadora,2015,171897,80060,91837
Barreiro,2015,77958,36678,41280
Cascais,2015,209725,97606,112119
Lisboa,2015,546920,252841,294079
Loures,2015,199900,94749,105151
Mafra,2015,80432,38846,41586
Moita,2015,65293,30913,34380
Montijo,2015,52643,25217,27426
Odivelas,2015,146526,69226,77300
Oeiras,2015,171694,79490,92204
Palmela,2015,65328,31264,34064
Seixal,2015,160629,76102,84527
Sesimbra,2015,50528,24558,25970
Setúbal,2015,121863,57756,64107
Sintra,2015,378336,179030,199306
Vila Franca de Xira,2015,136445,65176,71269
Alcácer do Sal,2015,11986,5796,6190
Grândola,2015,14215,7147,7068
Odemira,2015,26390,13677,12713
Santiago do Cacém,2015,28474,13831,14643
Sines,2015,14271,6909,7362
Aljustrel,2015,8984,4430,4554
Almodôvar,2015,7030,3447,3583
Alvito,2015,2395,1115,1280
Barrancos,2015,1680,817,863
Beja,2015,34744,16758,17986
Castro Verde,2015,7148,3463,3685
Cuba,2015,4682,2251,2431
Ferreira do Alentejo,2015,7853,3819,4034
Mértola,2015,6579,3255,3324
Moura,2015,14103,6832,7271
Ourique,2015,5115,2489,2626
Serpa,2015,14531,7104,7427
Vidigueira,2015,5514,2680,2834
Almeirim,2015,22666,10693,11973
Alpiarça,2015,7255,3445,3810
Azambuja,2015,21353,10655,10698
Benavente,2015,28996,13885,15111
Cartaxo,2015,23596,11271,12325
Chamusca,2015,9196,4426,4770
Coruche,2015,18584,8772,9812
Golegã,2015,5667,2651,3016
Rio Maior,2015,20862,10042,10820
Salvaterra de Magos,2015,21676,10275,11401
Santarém,2015,59696,28070,31626
Alter do Chão,2015,3347,1551,1796
Arronches,2015,3043,1472,1571
Avis,2015,4128,1945,2183
Campo Maior,2015,8296,4001,4295
Castelo de Vide,2015,3310,1567,1743
Crato,2015,3516,1644,1872
Elvas,2015,21842,10383,11459
Fronteira,2015,3182,1499,1683
Gavião,2015,3765,1762,2003
Marvão,2015,3269,1582,1687
Monforte,2015,3134,1466,1668
Nisa,2015,6686,3151,3535
Ponte de Sor,2015,15861,7614,8247
Portalegre,2015,23552,11212,12340
Sousel,2015,4659,2156,2503
Alandroal,2015,5397,2605,2792
Arraiolos,2015,6869,3320,3549
Borba,2015,6875,3378,3497
Estremoz,2015,13350,6347,7003
Évora,2015,55123,26025,29098
Montemor-o-Novo,2015,16520,7918,8602
Mora,2015,4627,2209,2418
Mourão,2015,2498,1238,1260
Portel,2015,5949,2907,3042
Redondo,2015,6654,3256,3398
Reguengos de Monsaraz,2015,10296,4986,5310
Vendas Novas,2015,11500,5527,5973
Viana do Alentejo,2015,5574,2655,2919
Vila Viçosa,2015,7851,3825,4026
Albufeira,2015,42144,20456,21688
Alcoutim,2015,2724,1329,1395
Aljezur,2015,5670,2822,2848
Castro Marim,2015,6485,3186,3299
Faro,2015,66014,31136,34878
Lagoa (Algarve),2015,22814,11060,11754
Lagos,2015,31435,15105,16330
Loulé,2015,70034,33776,36258
Monchique,2015,5607,2787,2820
Olhão,2015,44308,21518,22790
Portimão,2015,56920,27111,29809
São Brás de Alportel,2015,10789,5220,5569
Silves,2015,36438,17882,18556
Tavira,2015,26289,12758,13531
Vila do Bispo,2015,5290,2566,2724
Vila Real de Santo António,2015,18718,8887,9831
Arcos de Valdevez,2014,21535,9785,11750
Caminha,2014,16250,7497,8753
Melgaço,2014,8585,3793,4792
Monção,2014,18443,8291,10152
Paredes de Coura,2014,8829,4220,4609
Ponte da Barca,2014,11596,5344,6252
Ponte de Lima,2014,42301,19750,22551
Valença,2014,13709,6393,7316
Viana do Castelo,2014,86669,40572,46097
Vila Nova de Cerveira,2014,8983,4270,4713
Amares,2014,18500,8902,9598
Barcelos,2014,117830,56597,61233
Braga,2014,183584,86856,96728
Esposende,2014,34254,16198,18056
Terras de Bouro,2014,6804,3255,3549
Vila Verde,2014,46612,22140,24472
Cabeceiras de Basto,2014,16068,7779,8289
Fafe,2014,49338,23262,26076
Guimarães,2014,156355,75438,80917
Mondim de Basto,2014,6985,3361,3624
Póvoa de Lanhoso,2014,21518,10163,11355
Vieira do Minho,2014,12579,5994,6585
Vila Nova de Famalicão,2014,132333,63667,68666
Vizela,2014,23503,11471,12032
Arouca,2014,21718,10441,11277
Espinho,2014,31351,14704,16647
Gondomar,2014,165715,79022,86693
Maia,2014,134679,64003,70676
Matosinhos,2014,174017,81925,92092
Oliveira de Azeméis,2014,66931,32245,34686
Paredes,2014,85105,41326,43779
Porto,2014,233611,106178,127433
Póvoa de Varzim,2014,63119,29568,33551
Santa Maria da Feira,2014,137046,65850,71196
Santo Tirso,2014,69747,33168,36579
São João da Madeira,2014,21786,10144,11642
Trofa,2014,38494,18392,20102
Vale de Cambra,2014,22011,10621,11390
Valongo,2014,93504,44391,49113
Vila do Conde,2014,79471,38018,41453
Vila Nova de Gaia,2014,300992,142425,158567
Boticas,2014,5388,2565,2823
Chaves,2014,39400,18641,20759
Montalegre,2014,9821,4706,5115
Ribeira de Pena,2014,6179,3027,3152
Valpaços,2014,15911,7407,8504
Vila Pouca de Aguiar,2014,12429,5928,6501
Tâmega e Sousa,2014,420037,202575,217462
Amarante,2014,54140,25712,28428
Baião,2014,19099,9067,10032
Castelo de Paiva,2014,16198,7835,8363
Celorico de Basto,2014,18856,9065,9791
Cinfães,2014,19216,9293,9923
Felgueiras,2014,56875,27403,29472
Lousada,2014,46964,22694,24270
Marco de Canaveses,2014,51409,24732,26677
Paços de Ferreira,2014,55884,27567,28317
Penafiel,2014,70671,33994,36677
Resende,2014,10725,5213,5512
Alijó,2014,11167,5415,5752
Armamar,2014,5978,2807,3171
Carrazeda de Ansiães,2014,5865,2809,3056
Freixo de Espada à Cinta,2014,3619,1702,1917
Lamego,2014,25646,12158,13488
Mesão Frio,2014,4050,1905,2145
Moimenta da Beira,2014,9699,4590,5109
Murça,2014,5630,2694,2936
Penedono,2014,2851,1361,1490
Peso da Régua,2014,15990,7513,8477
Sabrosa,2014,5904,2849,3055
Santa Marta de Penaguião,2014,6753,3210,3543
São João da Pesqueira,2014,7359,3596,3763
Sernancelhe,2014,5566,2651,2915
Tabuaço,2014,5665,2698,2967
Tarouca,2014,7547,3636,3911
Torre de Moncorvo,2014,7623,3647,3976
Vila Nova de Foz Côa,2014,6859,3237,3622
Vila Real,2014,50664,23936,26728
Alfandega da Fé,2014,4715,2272,2443
Bragança,2014,35117,16707,18410
Macedo de Cavaleiros,2014,14924,7089,7835
Miranda do Douro,2014,6990,3391,3599
Mirandela,2014,22846,10851,11995
Mogadouro,2014,8961,4383,4578
Vila Flor,2014,6365,3050,3315
Vimioso,2014,4437,2158,2279
Vinhais,2014,8392,4130,4262
Alcobaça,2014,55458,26672,28786
Alenquer,2014,42988,20804,22184
Arruda dos Vinhos,2014,13463,6546,6917
Bombarral,2014,12774,6092,6682
Cadaval,2014,13757,6585,7172
Caldas da Rainha,2014,51119,23985,27134
Lourinhã,2014,25685,12357,13328
Nazaré,2014,14980,7149,7831
Óbidos,2014,11688,5649,6039
Peniche,2014,27065,13016,14049
Sobral de Monte Agraço,2014,10250,4949,5301
Torres Vedras,2014,80283,38477,41806
Águeda,2014,46654,22261,24393
Albergaria-a-Velha,2014,24989,12057,12932
Anadia,2014,28270,13494,14776
Aveiro,2014,79122,37247,41875
Estarreja,2014,26487,12694,13793
Ílhavo,2014,38341,18185,20156
Murtosa,2014,10372,4978,5394
Oliveira do Bairro,2014,22786,10769,12017
Ovar,2014,54804,26229,28575
Sever do Vouga,2014,11734,5650,6084
Vagos,2014,22619,10793,11826
Arganil,2014,11620,5517,6103
Cantanhede,2014,35440,16729,18711
Coimbra,2014,142272,66183,76089
Condeixa-a-Nova,2014,16936,7844,9092
Figueira da Foz,2014,60536,28459,32077
Góis,2014,4092,1883,2209
Lousã,2014,17248,8280,8968
Mealhada,2014,19887,9486,10401
Mira,2014,12234,5753,6481
Miranda do Corvo,2014,12719,6080,6639
Montemor-o-Velho,2014,25366,12195,13171
Mortágua,2014,9270,4425,4845
Oliveira do Hospital,2014,20098,9615,10483
Pampilhosa da Serra,2014,4241,1944,2297
Penacova,2014,14350,6732,7618
Penela,2014,5713,2695,3018
Soure,2014,18336,8666,9670
Tábua,2014,11668,5497,6171
Vila Nova de Poiares,2014,7135,3343,3792
Alvaiázere,2014,6769,3146,3623
Ansião,2014,12525,5903,6622
Batalha,2014,15442,7443,7999
Castanheira de Pêra,2014,2971,1408,1563
Figueiró dos Vinhos,2014,5729,2709,3020
Leiria,2014,126628,60760,65868
Marinha Grande,2014,38396,18449,19947
Pedrógão Grande,2014,3659,1753,1906
Pombal,2014,53286,25310,27976
Porto de Mós,2014,23637,11460,12177
Aguiar da Beira,2014,5661,2610,3051
Carregal do Sal,2014,9482,4472,5010
Castro Daire,2014,14538,6947,7591
Mangualde,2014,19125,9141,9984
Nelas,2014,13590,6430,7160
Oliveira de Frades,2014,9871,4687,5184
Penalva do Castelo,2014,7648,3636,4012
Santa Comba Dão,2014,11151,5229,5922
São Pedro do Sul,2014,15904,7462,8442
Sátão,2014,11809,5576,6233
Tondela,2014,27310,12870,14440
Vila Nova de Paiva,2014,4941,2322,2619
Viseu,2014,99078,46421,52657
Vouzela,2014,9982,4740,5242
Castelo Branco,2014,54439,25670,28769
Idanha-a-Nova,2014,9067,4290,4777
Oleiros,2014,5238,2495,2743
Penamacor,2014,5136,2523,2613
Proença-a-Nova,2014,7744,3727,4017
Vila Velha de Ródão,2014,3363,1553,1810
Abrantes,2014,37162,17828,19334
Alcanena,2014,13244,6372,6872
Constância,2014,3965,1882,2083
Entroncamento,2014,20032,9457,10575
Ferreira do Zêzere,2014,8184,3858,4326
Mação,2014,6908,3274,3634
Ourém,2014,45057,20977,24080
Sardoal,2014,3779,1818,1961
Sertã,2014,15127,7183,7944
Tomar,2014,38739,18158,20581
Torres Novas,2014,35606,16897,18709
Vila de Rei,2014,3448,1581,1867
Vila Nova da Barquinha,2014,7146,3438,3708
Almeida,2014,6757,3121,3636
Belmonte,2014,6520,3142,3378
Celorico da Beira,2014,7175,3395,3780
Covilhã,2014,49399,23555,25844
Figueira de Castelo Rodrigo,2014,5877,2809,3068
Fornos de Algodres,2014,4858,2260,2598
Fundão,2014,27698,13245,14453
Gouveia,2014,13280,6144,7136
Guarda,2014,41675,19723,21952
Manteigas,2014,3243,1516,1727
Meda,2014,4833,2272,2561
Pinhel,2014,8926,4285,4641
Sabugal,2014,12061,5607,6454
Seia,2014,23650,11130,12520
Trancoso,2014,9200,4322,4878
Alcochete,2014,18159,8740,9419
Almada,2014,174679,82201,92478
Amadora,2014,171870,80292,91578
Barreiro,2014,78048,36759,41289
Cascais,2014,208712,97237,111475
Lisboa,2014,543867,251333,292534
Loures,2014,199659,94854,104805
Mafra,2014,79485,38393,41092
Moita,2014,65457,31065,34392
Montijo,2014,52312,25039,27273
Odivelas,2014,145908,69055,76853
Oeiras,2014,171436,79473,91963
Palmela,2014,64985,31104,33881
Seixal,2014,160306,76107,84199
Sesimbra,2014,50371,24497,25874
Setúbal,2014,121717,57771,63946
Sintra,2014,377401,178956,198445
Vila Franca de Xira,2014,136394,65235,71159
Alcácer do Sal,2014,12177,5897,6280
Grândola,2014,14295,7206,7089
Odemira,2014,26073,13387,12686
Santiago do Cacém,2014,28754,13982,14772
Sines,2014,14311,6943,7368
Aljustrel,2014,9058,4464,4594
Almodôvar,2014,7136,3505,3631
Alvito,2014,2447,1143,1304
Barrancos,2014,1713,827,886
Beja,2014,35067,16901,18166
Castro Verde,2014,7192,3486,3706
Cuba,2014,4755,2272,2483
Ferreira do Alentejo,2014,7937,3866,4071
Mértola,2014,6665,3304,3361
Moura,2014,14303,6939,7364
Ourique,2014,5188,2526,2662
Serpa,2014,14739,7212,7527
Vidigueira,2014,5581,2718,2863
Almeirim,2014,22820,10762,12058
Alpiarça,2014,7350,3496,3854
Azambuja,2014,21441,10699,10742
Benavente,2014,28972,13903,15069
Cartaxo,2014,23799,11347,12452
Chamusca,2014,9333,4485,4848
Coruche,2014,18827,8893,9934
Golegã,2014,5730,2670,3060
Rio Maior,2014,20918,10056,10862
Salvaterra de Magos,2014,21807,10338,11469
Santarém,2014,60107,28241,31866
Alter do Chão,2014,3413,1574,1839
Arronches,2014,3083,1480,1603
Avis,2014,4205,1985,2220
Campo Maior,2014,8326,4018,4308
Castelo de Vide,2014,3356,1589,1767
Crato,2014,3580,1667,1913
Elvas,2014,22150,10538,11612
Fronteira,2014,3229,1527,1702
Gavião,2014,3841,1793,2048
Marvão,2014,3326,1611,1715
Monforte,2014,3185,1492,1693
Nisa,2014,6841,3223,3618
Ponte de Sor,2014,16025,7696,8329
Portalegre,2014,23823,11360,12463
Sousel,2014,4740,2204,2536
Alandroal,2014,5467,2644,2823
Arraiolos,2014,6952,3370,3582
Borba,2014,6964,3426,3538
Estremoz,2014,13483,6414,7069
Évora,2014,55416,26166,29250
Montemor-o-Novo,2014,16673,7988,8685
Mora,2014,4711,2256,2455
Mourão,2014,2547,1262,1285
Portel,2014,6036,2956,3080
Redondo,2014,6732,3296,3436
Reguengos de Monsaraz,2014,10394,5026,5368
Vendas Novas,2014,11595,5567,6028
Viana do Alentejo,2014,5632,2673,2959
Vila Viçosa,2014,7958,3880,4078
Albufeira,2014,41663,20264,21399
Alcoutim,2014,2758,1354,1404
Aljezur,2014,5653,2809,2844
Castro Marim,2014,6525,3216,3309
Faro,2014,65751,31104,34647
Lagoa (Algarve),2014,22742,11062,11680
Lagos,2014,31191,15009,16182
Loulé,2014,69748,33732,36016
Monchique,2014,5658,2827,2831
Olhão,2014,44395,21583,22812
Portimão,2014,56548,26982,29566
São Brás de Alportel,2014,10731,5214,5517
Silves,2014,36422,17955,18467
Tavira,2014,26162,12725,13437
Vila do Bispo,2014,5266,2572,2694
Vila Real de Santo António,2014,18752,8908,9844
Arcos de Valdevez,2013,21793,9916,11877
Caminha,2013,16439,7591,8848
Melgaço,2013,8719,3858,4861
Monção,2013,18668,8410,10258
Paredes de Coura,2013,8909,4274,4635
Ponte da Barca,2013,11741,5409,6332
Ponte de Lima,2013,42700,19963,22737
Valença,2013,13827,6457,7370
Viana do Castelo,2013,87258,40937,46321
Vila Nova de Cerveira,2013,9062,4322,4740
Amares,2013,18638,8969,9669
Barcelos,2013,118587,57081,61506
Braga,2013,183257,86878,96379
Esposende,2013,34351,16257,18094
Terras de Bouro,2013,6890,3292,3598
Vila Verde,2013,47043,22374,24669
Cabeceiras de Basto,2013,16226,7872,8354
Fafe,2013,49764,23475,26289
Guimarães,2013,156986,75832,81154
Mondim de Basto,2013,7127,3421,3706
Póvoa de Lanhoso,2013,21656,10232,11424
Vieira do Minho,2013,12731,6072,6659
Vila Nova de Famalicão,2013,132841,64022,68819
Vizela,2013,23592,11532,12060
Arouca,2013,21911,10533,11378
Espinho,2013,31518,14820,16698
Gondomar,2013,166587,79570,87017
Maia,2013,134998,64242,70756
Matosinhos,2013,174627,82342,92285
Oliveira de Azeméis,2013,67394,32492,34902
Paredes,2013,85607,41635,43972
Porto,2013,234453,106712,127741
Póvoa de Varzim,2013,63299,29706,33593
Santa Maria da Feira,2013,137880,66306,71574
Santo Tirso,2013,70295,33468,36827
São João da Madeira,2013,21805,10168,11637
Trofa,2013,38708,18549,20159
Vale de Cambra,2013,22248,10753,11495
Valongo,2013,93756,44585,49171
Vila do Conde,2013,79622,38150,41472
Vila Nova de Gaia,2013,301921,143082,158839
Boticas,2013,5467,2619,2848
Chaves,2013,39875,18915,20960
Montalegre,2013,9972,4792,5180
Ribeira de Pena,2013,6263,3074,3189
Valpaços,2013,16148,7524,8624
Vila Pouca de Aguiar,2013,12622,6054,6568
Amarante,2013,54716,26049,28667
Baião,2013,19436,9248,10188
Castelo de Paiva,2013,16352,7917,8435
Celorico de Basto,2013,19210,9269,9941
Cinfães,2013,19545,9474,10071
Felgueiras,2013,57272,27612,29660
Lousada,2013,47124,22788,24336
Marco de Canaveses,2013,51987,25072,26915
Paços de Ferreira,2013,56101,27712,28389
Penafiel,2013,71208,34336,36872
Resende,2013,10903,5306,5597
Alijó,2013,11350,5499,5851
Armamar,2013,6046,2846,3200
Carrazeda de Ansiães,2013,5938,2868,3070
Freixo de Espada à Cinta,2013,3685,1736,1949
Lamego,2013,25951,12306,13645
Mesão Frio,2013,4162,1965,2197
Moimenta da Beira,2013,9834,4671,5163
Murça,2013,5701,2739,2962
Penedono,2013,2897,1383,1514
Peso da Régua,2013,16305,7688,8617
Sabrosa,2013,6003,2899,3104
Santa Marta de Penaguião,2013,6892,3282,3610
São João da Pesqueira,2013,7466,3651,3815
